0x36911f9 AL_ADPCM_WAVE
0x38ded08 Math3D_sphereCrossXZLine
0x38ded21 zexl_000_10515
0x38ded30 game_ct
0x38ded38 Nes_pal_exl_02191
0x38ded4a z2_sf_nes_04_txt
0x38ded5b _object_gi_kenrisyoSegmentStart
0x38ded7b _ovl_Obj_Mure2SegmentStart
0x38ded96 .object_wiz.data.keep
0x38dedac .ovl_En_Osk.text.keep
0x38dedc2 _Z2_SEA_room_12SegmentDataEnd
0x38dede0 _Z2_INISIE_R_room_3SegmentBssStart
0x38dee03 _object_zoSegmentBssEnd
0x38dee1b _ovl_En_PaperSegmentDataStart
0x38dee39 _ovl_Elf_Msg2SegmentDataEnd
0x38dee55 _ovl_En_Wood02SegmentBssEnd
0x38dee71 z2_31misaki_grp_zora_kuti2
0x38dee8c Z2_KINdan2_2_info
0x38dee9e Z2_PIRATE_grp_room11_tenjo1
0x38deeba l2_IRON1B_CIOO
0x38deec9 zexl_000_03709
0x38deed8 zel2000_2097
0x38deee5 Nes_pal_exl_06061
0x38deef7 _object_dnsSegmentStart
0x38def0f _object_niwSegmentRomEnd
0x38def28 _ovl_En_DaiSegmentEnd
0x38def3e _ovl_Bg_Dy_YoseizoSegmentRomStart
0x38def60 faultprint_Vprintf
0x38def73 _Ldtob
0x38def7a .ovl_En_Kitan.data.keep
0x38def92 _object_snowmanSegmentBssStart
0x38defb1 _object_f52_objSegmentBssStart
0x38defd0 _ovl_Bg_Ikana_MirrorSegmentDataStart
0x38deff5 z2_35taki_grp_g178
0x38df008 z2_f01C_grp_g165
0x38df019 Z2_PIRATE_Y2_KF_waku01_txt
0x38df034 En_Ma_Yto_Omoya_talking
0x38df04c mode_bikubiku_init
0x38df05f KDZ_shadow_size
0x38df06f g_op_l_select_txt
0x38df081 ff_11_txt
0x38df08b zel0000_002A
0x38df098 .z2_33zoracity_room_0.text.keep
0x38df0b8 .Z2_castle_room_7.text.keep
0x38df0d4 .ovl_Boss_03.text.keep
0x38df0eb _Z2_last_link_room_5SegmentDataStart
0x38df110 _z2_boti_room_1SegmentTextStart
0x38df130 _Z2_INISIE_N_room_3SegmentBssStart
0x38df153 _object_lbfshotSegmentDataEnd
0x38df171 _ovl_Dm_AnSegmentBssStart
0x38df18b _ovl_En_AlSegmentBssEnd
0x38df1a3 lod_z2_20sichitai2_grp_r01_sidaha4
0x38df1c6 m2_Mn_HANAc
0x38df1d2 Bg_Mbar_Chair_actor_ct
0x38df1e9 prf_path_run_en_ot
0x38df1fc Dm_Char05_Actor_draw
0x38df211 butterfly_fly_soft_anim_tbl_info
0x38df232 clink_demo_nozoki_anim_tbl_rom_trs_info
0x38df25a zel4000_40AF
0x38df267 na_oca_pad_before
0x38df279 Nes_pal_exl_05101
0x38df28b _object_hakugin_demoSegmentRomEnd
0x38df2ad _ovl_En_Tru_MtSegmentRomEnd
0x38df2c9 _object_titeSegmentTextStart
0x38df2e6 z2_21miturinmae_grp_g581
0x38df2ff z2_8itemshop_zakka_cika
0x38df317 z2_00keikoku_n2_grede
0x38df32d mm_Lasi2_model
0x38df33c jggakki_dasu_mdl_info
0x38df352 Obj_Kendo_Kanban_actor_draw
0x38df36e wm_f_jump_soft_anim_tbl_info
0x38df38b mode_water_up_init
0x38df39e zexl_000_03571
0x38df3ad zexl_000_04201
0x38df3bc zexl_000_09057
0x38df3cb sram_ct
0x38df3d3 Nes_pal_exl_10030
0x38df3e5 _softsprite_matrix_staticSegmentRomStart
0x38df40e _z2_21miturinmae_sceneSegmentRomStart
0x38df434 _scene_texture_08SegmentRomEnd
0x38df453 _ovl_Obj_Milk_BinSegmentEnd
0x38df46f _ovl_Obj_SoundSegmentStart
0x38df48a _ovl_Effect_Ss_G_SplashSegmentRomStart
0x38df4b1 _object_kaizoku_objSegmentTextStart
0x38df4d5 _object_zl1SegmentTextStart
0x38df4f1 _ovl_En_CowSegmentBssStart
0x38df50c _ovl_En_MagSegmentTextStart
0x38df528 z2_goronrace_0_info
0x38df53c _vr_cloud2_pal_staticSegmentEnd
0x38df55c link_bottle_fish_miss_anim_tbl_rom_trs_info
0x38df588 zexl_000_05936
0x38df597 Nes_pal_exl_13216
0x38df5a9 Nes_pal_exl_04409
0x38df5bb Nes_pal_exl_03310
0x38df5cd _anime_texture_1_staticSegmentRomStart
0x38df5f4 _ovl_Bg_Fu_KaitenSegmentRomStart
0x38df615 _ovl_player_actorSegmentStart
0x38df633 z2_town_d2_tk08_rgb_rgba16
0x38df64e Z2_last_link_3_info
0x38df662 z2_f01_b_grp_g166
0x38df674 z2_20sichitai2_grp_r00_numaT
0x38df691 n2_brick15_OPA
0x38df6a0 move_alien_walk
0x38df6b0 v2_file_ab_2_spa_txt
0x38df6c5 link_normal_electric_shock_anim_tbl_rom_trs_info
0x38df6f6 zexl_000_04605
0x38df705 _z2_lost_woods_room_2SegmentBssEnd
0x38df728 _z2_14yukidamanomiti_sceneSegmentTextEnd
0x38df751 _Z2_KINdan2_room_2SegmentDataStart
0x38df774 _ovl_En_FamosSegmentTextEnd
0x38df790 n2_Mn_FL01
0x38df79b En_Rz_Actor_dt
0x38df7aa Effect_SS_Sbn_move
0x38df7bd bev_talktoR_soft_anim_tbl_info
0x38df7dc En_Syateki_Wf_actor_dt
0x38df7f3 wdb_waitH_soft_anim_tbl_info
0x38df810 jso_wait_soft_anim_tbl_info
0x38df82c hrt0_modelT
0x38df838 henka_music
0x38df844 zel4000_40AD
0x38df851 Nes_pal_exl_10327
0x38df863 _z2_f40_room_0SegmentRomEnd
0x38df87f _object_gi_gibudomaskSegmentRomStart
0x38df8a4 _object_gi_arrowcaseSegmentEnd
0x38df8c3 _ovl_Obj_BellSegmentEnd
0x38df8db .Z2_SEA_bs_scene.text.keep
0x38df8f6 _kakusiana_room_7SegmentBssEnd
0x38df915 _z2_11goronnosato_room_0SegmentBssEnd
0x38df93b _ovl_En_GiantSegmentDataStart
0x38df959 _ovl_Bg_BreakwallSegmentBssStart
0x38df97a z2_town_d2_mk07
0x38df98a z2_toride_grp_kabe4
0x38df99e fis05_4cin_txt
0x38df9ad gb_ie_soft_anim_tbl_info
0x38df9c6 fsn_nwait02_soft_anim_tbl_info
0x38df9e5 _object_mamenokiSegmentEnd
0x38dfa00 _object_ctower_rotSegmentStart
0x38dfa1f _ovl_En_Zl1SegmentEnd
0x38dfa35 rspboot0_nocheckDataStart
0x38dfa4f _ovl_En_GrasshopperSegmentTextEnd
0x38dfa71 z2_bomya_grp_kageT
0x38dfa84 z2_24kemonomiti_n2_miki02
0x38dfa9e Z2_KINdan2_grp_g794
0x38dfab2 Z2_PIRATE_grp_room10_09suimen_OLT
0x38dfad4 Z2_hakugin_grp_roof08
0x38dfaea face04_02_4cin_txt_pal
0x38dfb01 n_mato_3_txt
0x38dfb0e EffectTireMark_edge_add
0x38dfb26 zexl_000_00309
0x38dfb35 Nes_pal_exl_03154
0x38dfb47 _object_tanron4SegmentStart
0x38dfb63 __osEnqueueThread
0x38dfb75 _z2_17setugen_sceneSegmentBssEnd
0x38dfb96 _object_deathSegmentTextStart
0x38dfbb4 _ovl_En_Okarina_EffectSegmentTextEnd
0x38dfbd9 _ovl_En_M_ThunderSegmentTextEnd
0x38dfbf9 z2_clocktower_grp_22kabe
0x38dfc12 z2_17setugen_grp_r01T
0x38dfc28 Z2_kaizoku_grp_room_1_tesuri2
0x38dfc46 Bg_Ikana_Ray_actor_ct
0x38dfc5c Obj_Hakaisi_actor_ct
0x38dfc71 getitem_gibdo_draw
0x38dfc84 En_Paper_Profile
0x38dfc95 v2_reserve_01_u_modelT
0x38dfcac zexl_000_04206
0x38dfcbb zexl_000_05369
0x38dfcca na_behind_posz
0x38dfcd9 .object_bji.data.keep
0x38dfcef _object_osnSegmentDataStart
0x38dfd0b _object_trapSegmentTextEnd
0x38dfd26 _ovl_En_SiSegmentBssEnd
0x38dfd3e z2_ichiba_grp_g818
0x38dfd51 z2_bomya_bomyaCI
0x38dfd62 Z2_DANPEI2test_grp_room00_tsuchi_1
0x38dfd85 lod_z2_ikana_grp_g133
0x38dfd9b z2_20sichitai2_grp_r00_sidamiki
0x38dfdbb mk_eye01_txt
0x38dfdc8 in_eye01_txt
0x38dfdd5 mode_rest_end_init
0x38dfde8 link_normal_side_walkR_free_anim_tbl_rom_trs_info
0x38dfe1a link_fighter_Lpierce_kiru_finsh_anim_tbl_rom_trs_info
0x38dfe50 zel0000_00D6
0x38dfe5d zel0300_031E
0x38dfe6a Nes_pal_exl_05210
0x38dfe7c _ovl_En_OnpumanSegmentTextStart
0x38dfe9c z2_yadoya_grp_g126T
0x38dfeb0 z2_omoya_grp_r02_bed2T
0x38dfec7 nz_body04_model
0x38dfed7 Obj_Tokeidai_Actor_dt
0x38dfeed move_sink
0x38dfef7 ln_tamaB_model
0x38dff06 zexl_000_02157
0x38dff15 zel4000_4028
0x38dff22 v2_fieldmap
0x38dff2e _ovl_En_Cne_01SegmentStart
0x38dff49 .yieldbuffer.data.keep
0x38dff60 _z2_map_shop_room_0SegmentDataStart
0x38dff84 _Z2_TOUGItes_room_0SegmentDataEnd
0x38dffa6 _z2_16goron_house_room_0SegmentDataStart
0x38dffcf _object_link_mask_yofukasiSegmentDataEnd
0x38dfff8 _ovl_En_ZodSegmentTextEnd
0x38e0012 _ovl_En_EgolSegmentBssEnd
0x38e002c _ovl_Dm_StatueSegmentDataStart
0x38e004b z2_town_grp_tokeitou
0x38e0060 z2_20sichitai_grp_r02_kiT
0x38e007a Bg_Ikana_Shutter_actor_draw
0x38e0096 En_Fg_Actor_move
0x38e00a7 m2_SEAhunsui_BGDataInfo
0x38e00bf mode_king_mask_init
0x38e00d3 fsn_furimuki_soft_anim_tbl_info
0x38e00f3 Obj_Kzsaku_Profile
0x38e0106 zexl_000_01351
0x38e0115 zexl_000_03523
0x38e0124 zexl_000_03568
0x38e0133 zel0000_00F5
0x38e0140 _ovl_Obj_Milk_BinSegmentStart
0x38e015e _ovl_Dm_Char06SegmentRomStart
0x38e017c .object_gi_sword_2.text.keep
0x38e0199 _hiliteSegmentStart
0x38e01ad _ovl_En_BoomSegmentDataEnd
0x38e01c8 z2_fisherman_u2_r_renga2
0x38e01e1 z2_syateki_mori_grp_kage__edge
0x38e0200 osn_22
0x38e0207 En_Tag_Obj_actor_dt
0x38e021b Go_none
0x38e0223 nsk_back_jump_soft_anim_tbl_info
0x38e0244 cl_swordDhand_model
0x38e0258 pg_wait_anim_tbl_rom_trs_info
0x38e0276 zexl_000_03439
0x38e0285 Skeleton_Proc_ct
0x38e0296 zel2000_201B
0x38e02a3 Nes_pal_exl_10569
0x38e02b5 Nes_pal_exl_00046
0x38e02c7 _Z2_DANPEI_room_1SegmentStart
0x38e02e5 _ovl_Dm_Char05SegmentRomStart
0x38e0303 .z2_secom_scene.data.keep
0x38e031d _object_link_mask_truthSegmentTextEnd
0x38e0343 z2_kyojinnoma_grp_kumo1T
0x38e035c z2_f40_d2_rb21_rgb_rgba16
0x38e0376 Z2_DANPEI_grp_room00_numa_kabe
0x38e0395 dog_frontlegL_model
0x38e03a9 ms_mame_model
0x38e03b7 En_Tab_Actor_draw
0x38e03c9 move_control_failure_event_wait_init
0x38e03ee mode_techo_give_init
0x38e0403 zel0100_0107
0x38e0410 na_autotrig_intv_min
0x38e0425 Nes_pal_exl_10526
0x38e0437 _Z2_INISIE_R_room_11SegmentStart
0x38e0458 _ovl_file_chooseSegmentRomStart
0x38e0478 __fatan_mode
0x38e0485 .object_tanron3.data.keep
0x38e049f _z2_33zoracity_room_0SegmentTextEnd
0x38e04c3 _ovl_En_TestSegmentDataEnd
0x38e04de z2_backtown_grp_hous016
0x38e04f6 Z2_DANPEI_grp_room03_tsuro2_kabe
0x38e0517 lod_z2_35taki_grp_mori3
0x38e052f Z2_PIRATE_grp_room06_tenjo_3
0x38e054c skb_pat04_txt
0x38e055a obj_kusa03_v
0x38e0567 in2_16_CI00_txt
0x38e0577 move_sw_on_wait
0x38e0587 En_Rd_mode_surprise_init
0x38e05a0 En_Minideath_actor_dt
0x38e05b6 MeshTableCalcWorldPosToMeshPos
0x38e05d5 zexl_000_04829
0x38e05e4 Naa_VolumeSet
0x38e05f2 font_e_89_txt
0x38e0600 _object_skbSegmentEnd
0x38e0616 _ovl_Effect_Ss_KiraKiraSegmentStart
0x38e063a z2_fisherman_u2_r_kinoita
0x38e0654 lod_z2_31misaki_grp_kai
0x38e066c w2_ikn_yuka_modelT
0x38e067f dog_hair02_txt
0x38e068e n_brickW_OPA_txt
0x38e069f sk1_bibiru_loop_soft_anim_tbl_info
0x38e06c2 zl4_eye07_CI01_txt
0x38e06d5 zexl_000_10589
0x38e06e4 zel0600_0629
0x38e06f1 Nes_pal_exl_10460
0x38e0703 _ovl_En_WizSegmentRomEnd
0x38e071c .object_gi_c_letter.text.keep
0x38e073a _object_water_effectSegmentBssStart
0x38e075e z2_35taki_grp_obj0
0x38e0771 z2_22dekucity_n2_dekusu_g2_rgb_rgba16
0x38e0797 dog_speed_change
0x38e07a8 osn_eye01
0x38e07b2 spl_sibuki01_evw_anime
0x38e07c9 change_OmiseyaSellReturn
0x38e07e2 zexl_000_02112
0x38e07f1 zexl_000_08469
0x38e0800 zexl_000_10229
0x38e080f fbdemo_wipe3_functbl
0x38e0824 Nes_pal_exl_03723
0x38e0836 _object_water_effectSegmentRomStart
0x38e085a _ovl_Eff_DustSegmentRomStart
0x38e0877 .ovl_Obj_Purify.data.keep
0x38e0891 _Z2_ReDead_room_1SegmentBssEnd
0x38e08b0 _object_tanron4SegmentBssStart
0x38e08cf Z2_SEA_grp_BLU08_ROL01
0x38e08e6 lod_z2_ikana_grp_g483T
0x38e08fd lod_z2_20sichitai2_grp_r00_sidaha
0x38e091f fs_07_CI00_txt
0x38e092e n2_snowwood02
0x38e093c zexl_000_02207
0x38e094b zexl_000_07185
0x38e095a Nes_pal_exl_05415
0x38e096c guLookAtF
0x38e0976 .object_dhouse.text.keep
0x38e098f _rcp_cfbSegmentBssStart
0x38e09a7 z2_secom_n2_kbako
0x38e09b9 z2_deku_king_grp_dai6_2
0x38e09d1 z2_fisherman_BGDataInfo
0x38e09e9 Z2_KINdan2_grp_FL01
0x38e09fd En_Pamera_path_move
0x38e0a11 Omiseya_item_zoom_in2
0x38e0a27 mode_water_up
0x38e0a35 En_Sob1_Profile
0x38e0a45 zexl_000_00269
0x38e0a54 zexl_000_02081
0x38e0a63 zel0000_005F
0x38e0a70 Nes_pal_exl_08110
0x38e0a82 font_e_3A_txt
0x38e0a90 _object_crace_objectSegmentRomStart
0x38e0ab4 .object_d_hsblock.text.keep
0x38e0ad0 _ovl_En_MmSegmentTextStart
0x38e0aeb Z2_ikninside_1_demo_0_info
0x38e0b06 z2_f01_grp_g25
0x38e0b15 z2_22dekucity_grp_g563
0x38e0b2c move_kinoue
0x38e0b38 clink_demo_futtobi_anim_tbl_rom_trs_info
0x38e0b61 zel0100_0137
0x38e0b6e zel0400_0413
0x38e0b7b alink_dance_loop_anim_tbl
0x38e0b95 _object_spot11_objSegmentRomEnd
0x38e0bb5 _d2_fine_pal_staticSegmentBssEnd
0x38e0bd6 _object_fire_wallSegmentTextEnd
0x38e0bf6 kakusiana_grp_r12_kusa1
0x38e0c0e z2_konpeki_ent_n2_KN_FL04
0x38e0c28 i2_turu24c_pal
0x38e0c37 mode_bomb_e_init
0x38e0c48 _icon_item_spa_staticSegmentRomEnd
0x38e0c6b battle_camerawork_01
0x38e0c80 zexl_000_00086
0x38e0c8f zel7100_7196
0x38e0c9c _ovl_En_Hint_SkbSegmentRomStart
0x38e0cbc _ovl_Bg_BotihasiraSegmentRomEnd
0x38e0cdc strncmp
0x38e0ce4 .object_ny.text.keep
0x38e0cf9 _kakusiana_room_1SegmentTextStart
0x38e0d1b _Z2_hakugin_bs_room_0SegmentTextStart
0x38e0d41 _Z2_castle_room_7SegmentTextStart
0x38e0d63 _object_inSegmentDataStart
0x38e0d7e w2_suna2_SP01
0x38e0d8c z2_milk_bar_light_1_model
0x38e0da6 Bg_Numa_Hana_actor_draw
0x38e0dbe En_Stream_actor_move
0x38e0dd3 m2_BossWarp_model
0x38e0de5 Obj_Etcetera_Profile
0x38e0dfa Math3D_pipeCrossLine
0x38e0e0f zexl_000_04138
0x38e0e1e Nes_pal_exl_08627
0x38e0e30 pn_rakkafinish_anim_tbl
0x38e0e48 _object_gi_bombpouchSegmentRomEnd
0x38e0e6a graphThread
0x38e0e76 pad_set_logical_stick
0x38e0e8c .object_open_obj.text.keep
0x38e0ea7 z2_bandroom_grp_suna_03
0x38e0ebf Z2_last_goron_BGDataInfo
0x38e0ed8 Z2_KINdan2_grp_KAGE01__DT
0x38e0ef2 Z2_MITURIN_grp_WLW01
0x38e0f07 g_thunder_v
0x38e0f13 Obj_Yasi_Actor_dt
0x38e0f25 utubo_mdl_info
0x38e0f34 pom_escape_soft_anim_tbl_info
0x38e0f52 po_wait_soft_anim_tbl_info
0x38e0f6d mnk_wakatte_soft_anim_tbl_info
0x38e0f8c move_parent_delete_wait
0x38e0fa4 zexl_000_02515
0x38e0fb3 zexl_000_04416
0x38e0fc2 zexl_000_07173
0x38e0fd1 zexl_000_09066
0x38e0fe0 demo_pikupiku_anim_tbl
0x38e0ff7 _z2_10yukiyamanomura2_room_1SegmentEnd
0x38e101e _object_rzSegmentRomStart
0x38e1038 _ovl_En_ScopecrowSegmentEnd
0x38e1054 _ovl_Dm_Char03SegmentStart
0x38e106f _ovl_En_Mm2SegmentStart
0x38e1087 .z2_f01C_room_0.text.keep
0x38e10a1 _object_deathSegmentBssStart
0x38e10be _ovl_En_ElfbubSegmentBssStart
0x38e10dc Z2_Random_grp_HEART03_1
0x38e10f4 Z2_ikninside_info
0x38e1106 z2_toride_info
0x38e1115 z2_33zoracity_evw_anime
0x38e112d z2_labo_n2_lenga01
0x38e1140 fr_bodybottom_model
0x38e1154 YL_hair_4cin_txt_pal
0x38e1169 zo_ripple_DISP_MODE
0x38e117d Effect_SS_Dt_Bubble_func_proc
0x38e119b link_demo_kousan_anim_tbl_rom_trs_info
0x38e11c2 showView
0x38e11cb Na_SetRadioPosBgmPara
0x38e11e1 link_anchor_waitR2defense_long_anim_tbl
0x38e1209 _object_d_liftSegmentRomEnd
0x38e1225 .ovl_Bg_Ikana_Block.text.keep
0x38e1243 _Z2_SEA_room_11SegmentTextStart
0x38e1263 _object_wdor03SegmentTextEnd
0x38e1280 _object_ma2SegmentTextStart
0x38e129c _ovl_En_MinislimeSegmentDataEnd
0x38e12bc z2_backtown_grp_hous013T
0x38e12d5 z2_town_d2_tw02
0x38e12e5 z2_14yukidamanomiti_grp_kui2
0x38e1302 Z2_ReDead_grp_door01
0x38e1317 z2_00keikoku_grp_mon_mori
0x38e1331 z2_syateki_mizu_grp_kabekazariT
0x38e1351 fbdemo_wipe3_setrate
0x38e1366 En_Firefly_actor_dt
0x38e137a h_file_1_txt
0x38e1387 link_demo_doorA_link_free_anim_tbl_rom_trs_info
0x38e13b7 zexl_000_07009
0x38e13c6 Nes_pal_exl_05327
0x38e13d8 font_fg_f1_txt
0x38e13e7 _daytelop_staticSegmentTextStart
0x38e1408 z2_koeponarace_w2_ksaiwa2
0x38e1422 z2_toudai_grp_toudai
0x38e1437 Aob_mune_model
0x38e1446 En_Syateki_Okuta_actor_draw
0x38e1462 Obj_Iceblock_actor_dt
0x38e1478 zexl_000_09069
0x38e1487 Nes_pal_exl_13138
0x38e1499 font_e_44_txt
0x38e14a7 .object_hsstump.data.keep
0x38e14c1 .object_poh.data.keep
0x38e14d7 .object_rat.data.keep
0x38e14ed _object_gi_rupySegmentTextEnd
0x38e150b z2_town_grp_g993
0x38e151c z2_milk_bar_u2_m_tenjou3_int_i8
0x38e153c ik_RarmB_model
0x38e154b En_Zov_Actor_move
0x38e155d mode_ocarina
0x38e156a Nes_pal_exl_13416
0x38e157c v2_32_bow_03_txt
0x38e158d _Z2_INISIE_R_room_11SegmentRomEnd
0x38e15af _object_wdor04SegmentRomStart
0x38e15cd .z2_goronshop_scene.data.keep
0x38e15eb _object_gi_gibudomaskSegmentTextStart
0x38e1611 _object_ahgSegmentBssEnd
0x38e162a z2_town_grp_townT
0x38e163c z2_musichouse_u2_o_uekibati
0x38e1658 z2_11goronnosato_grp_top1
0x38e1672 Z2_PIRATE_grp_room11_tsuro2
0x38e168e z2_20sichitai2_grp_r01_ha4
0x38e16a9 Obj_Switch_actor_move
0x38e16bf Change_Fz_search
0x38e16d0 En_Rd_mode_surprise
0x38e16e4 En_Death_actor_dt
0x38e16f6 i2_L_shutter1_model
0x38e170a mode_dead0
0x38e1715 demo_play_last_hit
0x38e1728 gspS2DEX_fifo_dDataEnd
0x38e173f keepon_camerawork_04
0x38e1754 v2_reserve_01_modelT
0x38e1769 zexl_000_01414
0x38e1778 zel0100_015C
0x38e1785 _Z2_hakashita_room_3SegmentRomEnd
0x38e17a7 .object_zl4.text.keep
0x38e17bd _Z2_SEA_room_10SegmentDataStart
0x38e17dd z2_22dekucity_grp_g579
0x38e17f4 Z2_kaizoku_grp_hiki_mado
0x38e180d z2_ikana_grp_g378
0x38e181f En_Invadepoh_actor_move_ma_go_dma_wait
0x38e1846 Door_Spiral_actor_dt
0x38e185b h_op_sample_fra_txt
0x38e186f gi_spiritmelody_modelT
0x38e1886 zexl_000_13615
0x38e1895 zel0100_0111
0x38e18a2 Nes_pal_exl_07029
0x38e18b4 _z2_bowling_sceneSegmentDataEnd
0x38e18d4 _object_uchSegmentDataEnd
0x38e18ee _ovl_Bg_Hakugin_PostSegmentBssStart
0x38e1912 _ovl_En_SshSegmentTextEnd
0x38e192c z2_secom_grp_r01_l1__edge
0x38e1946 Z2_KINdan2_grp_g555
0x38e195a Z2_PIRATE_grp_room03_taremakuV1
0x38e197a Z2_INISIE_N_grp_Con3to1
0x38e1992 Z2_kaizoku_grp_room_1_hashira4
0x38e19b1 ms_09_CI00_txt
0x38e19c0 move_surface
0x38e19cd En_Pr2_Actor_ct
0x38e19dd mode_ice_drop
0x38e19eb Effect_SS_Dust_spread20
0x38e1a03 Obj_Kepn_Koya_Profile
0x38e1a19 zexl_000_13636
0x38e1a28 v2_hour_08_txt
0x38e1a37 zel7000_702C
0x38e1a44 _ovl_En_Syateki_WfSegmentEnd
0x38e1a61 .kakusiana_room_6.data.keep
0x38e1a7d .ovl_En_Ending_Hero6.data.keep
0x38e1a9c _z2_lost_woods_room_0SegmentTextEnd
0x38e1ac0 _object_spidertentSegmentDataStart
0x38e1ae3 _object_sekihilSegmentBssEnd
0x38e1b00 z2_town_grp_g999
0x38e1b11 z2_koeponarace_grp_jari1
0x38e1b2a z2_26sarunomori_grp_r07_ha1T
0x38e1b47 z2_17setugen2_grp_ji1
0x38e1b5d z2_toride_grp_konb12
0x38e1b72 z2_31misaki_grp_zora_iriguti
0x38e1b8f z2_20sichitai2_grp_r02_upperT
0x38e1bad z2_20sichitai2_grp_r00_kui4
0x38e1bc9 demo_onegai2_wait_soft_anim_tbl_info
0x38e1bee Bg_Fu_Kaiten_actor_move
0x38e1c06 item_data
0x38e1c10 En_Elfgrp_Profile
0x38e1c22 Math3D_pipeVsPipe_cl
0x38e1c37 zexl_000_05320
0x38e1c46 zexl_000_06031
0x38e1c55 _object_link_mask_zoraSegmentRomEnd
0x38e1c79 _gameplay_field_keepSegmentRomEnd
0x38e1c9b Z2_DANPEI_grp_room06_tsuro_yuka3
0x38e1cbc z2_kajiya_grp_weponT
0x38e1cd1 z2_ayashiishop_grp_masks
0x38e1cea zo_Lte2_model
0x38e1cf8 Bg_Hakugin_Switch_actor_ct
0x38e1d13 link_fighter_run_anim_tbl_rom_trs_info
0x38e1d3a zexl_000_08039
0x38e1d49 zexl_000_08667
0x38e1d58 _Z2_SEA_bs_sceneSegmentEnd
0x38e1d73 _object_gi_rabit_maskSegmentRomEnd
0x38e1d96 .rcp_cfb.text.keep
0x38e1da9 _Z2_KINdan2_room_2SegmentTextStart
0x38e1dcc _ovl_En_BombalSegmentDataEnd
0x38e1de9 z2_yadoya_2_info
0x38e1dfa z2_11goronnosato2_grp_kabe01
0x38e1e17 u2_o_huda
0x38e1e21 m2_IK_MIRRORkira01_rgb_rgba16
0x38e1e3f Sellnuts_float
0x38e1e4e Bg_Dy_Yoseizo_actor_move
0x38e1e67 gb_twister_soft_anim_tbl_info
0x38e1e85 En_Mushi_actor_move
0x38e1e99 zexl_000_01250
0x38e1ea8 zexl_000_05939
0x38e1eb7 _z2_11goronnosato2_sceneSegmentEnd
0x38e1eda _ovl_Obj_RailliftSegmentRomStart
0x38e1efb _ovl_Door_Warp1SegmentRomStart
0x38e1f1a .kakusiana_room_11.data.keep
0x38e1f37 .ovl_En_Ending_Hero2.text.keep
0x38e1f56 _scene_texture_01SegmentTextStart
0x38e1f78 _object_meganeana_objSegmentTextEnd
0x38e1f9c _ovl_Arrow_LightSegmentBssEnd
0x38e1fba _ovl_En_StSegmentTextStart
0x38e1fd5 z2_town_grp_town
0x38e1fe6 Dm_Bal_actor_dt
0x38e1ff6 syateki_wf_howl_init
0x38e200b ha_fastrun_soft_anim_tbl_info
0x38e2029 Effect_SS_Fire_Tail_ct
0x38e2040 g_spark_3_txt
0x38e204e zexl_000_05371
0x38e205d zexl_000_09012
0x38e206c zel1000_1049
0x38e2079 zel1000_10B9
0x38e2086 Nes_pal_exl_13251
0x38e2098 Nes_pal_exl_04817
0x38e20aa Nes_pal_exl_02135
0x38e20bc link_fighter_Lside_kiru_finsh_end_anim_tbl
0x38e20e7 z2_town_grp_g950
0x38e20f8 z2_bomya_grp_nukiT
0x38e210b z2_00keikoku_grp_kabe07
0x38e2123 En_Hint_Skb_freeze
0x38e2136 Obj_Mu_Pict_actor_ct
0x38e214b gossip_stone_model
0x38e215e En_wood02_display
0x38e2170 ln_LarmA_model
0x38e217f link_wait_itemA_20f_anim_tbl_rom_trs_info
0x38e21a9 Actor_talk_change
0x38e21bb zexl_000_02086
0x38e21ca zel1000_1023
0x38e21d7 na_bgm_enm_dist
0x38e21e7 Nes_pal_exl_07170
0x38e21f9 _object_rzSegmentEnd
0x38e220e _ovl_Obj_LightblockSegmentDataStart
0x38e2232 _ovl_En_KnightSegmentBssEnd
0x38e224e _ovl_Effect_Ss_G_SplashSegmentTextStart
0x38e2276 _ovl_En_GmSegmentBssStart
0x38e2290 z2_clocktower_grp_g711
0x38e22a7 z2_f40_d2_f40_kabe02_CI00
0x38e22c1 Z2_SEA_grp_g3393
0x38e22d2 z2_small_hahen_modelT
0x38e22e8 d2_mkk03_CI02
0x38e22f6 trU_handR_model
0x38e2306 En_Maruta_collision_set
0x38e231e En_Time_Tag_Actor_move
0x38e2335 fire_line_draw
0x38e2344 move_swim
0x38e234e _ovl_En_Ending_Hero3SegmentRomEnd
0x38e2370 _z2_sonchonoie_sceneSegmentBssEnd
0x38e2392 _object_link_mask_kyojinSegmentDataEnd
0x38e23b9 Z2_last_link_grp_floor05
0x38e23d2 z2_yadoya_grp_komono_roby_nuki2T
0x38e23f3 z2_35taki_n2_umiuzu_int_i4
0x38e240e Z2_SEA_grp_g2888
0x38e241f mk_kabe08_3
0x38e242b basu_mdl_info
0x38e2439 mnk_face06_CI00_TA_txt
0x38e2450 big_firewall_modelT
0x38e2464 zexl_000_05334
0x38e2473 zel0300_0306
0x38e2480 v2_32_mask_00_txt
0x38e2492 _object_ice_blockSegmentRomEnd
0x38e24b1 .ovl_Effect_Ss_Lightning.data.keep
0x38e24d4 _Z2_PIRATE_room_7SegmentDataStart
0x38e24f6 kakusiana_grp_ana10
0x38e250a z2_goronrace_grp_hasi1T
0x38e2522 z2_11goronnosato_grp_kabe07_l
0x38e2540 z2_ikana_0_info
0x38e2550 En_Kgy_Actor_draw
